f694d119-bf58-4449-a811-cb7a2165d8c0,2c527579-8b48-49b4-8383-8c084c046c62,e0215e64-2787-40c4-a8bc-8c26118bae76,fef6e287-8f0d-455b-ba19-7c48c2c583d2,599b0d4c-62d4-48cd-a93c-1dd1fe85abfa,456dadea-0262-488f-8af9-63ca86c8a9f7,49e91d8f-37a3-4b7b-8062-d3ca8f561d01,8b948ed4-41e9-4441-9609-adaf4d3a102e,48bd0e00-be54-47a2-9aed-73c0c863fd39,6f54f9c0-5687-4a07-bf75-b506752b4a52,47761280-913e-4826-b400-f04f85b17476,b1cbc674-f3c1-453d-9cd1-8f4db32286ae
0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,2,0,1,4,1,1,1,6,2
0,2,1,2,1,2,0,1,2,0,5,1
809,825,945,795,608,629,535,992,917,873,1098,633
1004,3026,1650,2091,768,1795,871,1793,2029,895,3271,959
102,210,71,174,102,116,82,273,184,89,255,102
35,5,4,6,8,8,46,118,15,15,6,2
0,0,0,0,0,0,0,3,0,0,0,0
34,64,30,31,26,24,12,30,27,42,44,20
0,0,0,0,0,0,0,0,0,0,0,0
3596,5779,3935,6004,3530,4606,4219,4418,5473,7092,9200,4652
153,66,1282,373,213,509,264,733,415,893,446,5688
9,5,4,9,3,16,23,16,4,14,7,7
7,5,0,6,1,6,8,8,7,12,12,1
6797,7801,3569,14546,5419,13314,5831,17220,16817,8060,21816,5479
63,21,14,29,6,39,84,22,20,61,40,1
115,89,48,322,122,98,180,356,72,284,266,15
70,40,41,169,79,82,199,221,40,294,132,16
286,553,712,476,226,415,198,518,482,549,1064,555
0,1,0,1,0,2,1,0,1,4,2,2
243,291,169,391,200,213,112,255,334,238,749,343
0,1,0,0,0,0,4,2,0,0,0,0
58,11,53,26,23,25,351,37,17,39,18,16
242375,215934,194240,149118,128609,126104,249381,358256,178927,252908,232334,140036
1763,2087,676,998,2624,1306,1627,5149,5696,4336,6572,2301
1,2,1,0,0,1,2,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,1,1
2380,4398,2130,4223,2439,3613,1591,4021,4391,2728,5584,3169
85,123,116,90,61,44,52,94,78,120,154,78
1,0,0,0,0,0,0,0,1,0,0,0
2,6,0,1,1,0,4,2,2,3,3,6
1992,2669,2844,2222,1601,2396,1544,2713,2395,2007,3001,1444
539,513,961,401,370,649,825,567,408,723,660,266
0,0,0,0,0,0,0,0,0,0,0,0
847,1950,590,1705,763,770,405,950,1095,417,2160,863
1,0,0,2,0,1,0,0,1,1,1,2
3147,1864,2995,2236,1635,2367,1597,1664,1429,2385,4622,956
16,27,10,54,13,33,4,15,29,7,60,18
0,2,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,1,0
18317,21553,25705,23379,11835,21575,19537,16210,16044,17047,33281,6809
4,0,3,4,1,1,10,2,1,2,7,0
1255,1876,1095,2159,773,1291,434,1264,1300,779,2075,720
0,0,0,0,0,0,0,0,0,0,0,0
1643,2394,491,1939,2092,6031,409,3648,3497,2559,4373,4840
1317,1749,2000,2153,1019,1155,1190,1610,1330,1001,2916,1008
0,0,0,0,0,0,0,0,0,0,0,0
14518,19991,23805,16498,12025,14888,15861,17921,15133,23619,26101,11877
1422,1689,1683,1508,1163,1741,1372,2231,1851,2211,3059,1002
14080,23549,23408,14048,8954,14839,9186,37293,18146,20670,35463,9800
2,18,12,5,7,19,68,10,6,8,15,2
41,51,42,40,83,63,138,49,33,90,56,6
551,634,871,598,459,699,599,396,417,2051,624,444
2093,3575,3352,3209,2018,2893,1354,1967,1960,5767,2881,2165
1494,1382,1736,1832,1029,1712,980,1674,1757,2631,2178,1259
867,2017,917,1341,1069,221,251,647,1727,341,2159,408
1703,1804,1473,2325,1558,2820,1761,2063,2179,3218,4144,1205
10,20,24,23,39,10,6,13,29,25,29,15
1662,3798,2545,2708,1294,2342,1255,2369,2368,1033,3611,1390
15,15,26,18,27,17,7,12,26,17,23,8
0,0,0,0,0,0,0,0,1,1,0,1
887,1049,782,737,601,889,1047,662,850,1522,1381,353
1043,758,957,653,750,944,1109,978,750,1046,1062,450
4174,4585,4091,4088,3526,4207,2994,5475,4249,3637,6181,2801
0,0,13,0,0,0,0,0,0,1,11,0
12,12,6,6,22,9,26,7,14,68,11,5
0,0,0,0,0,1,0,1,1,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
10,12,10,5,7,9,6,8,6,27,15,4
0,2,0,1,0,0,1,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,6,0,4,0,2,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,1,0,0,1
640,1207,1158,295,400,463,403,1342,837,680,1678,1687
3,2,2,1,1,2,5,6,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0
27,45,44,19,50,56,184,105,87,20,85,96
72,66,94,22,9,88,133,73,72,85,56,20
81,173,182,45,43,196,274,225,145,77,124,27
1473,2814,2114,1864,1150,1531,1207,2432,2372,1175,2788,1216
5,13,4,7,0,7,1,20,4,0,3,3
1930,1223,1070,2011,914,1060,1472,836,1020,3179,1981,595
1,1,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,2,0
0,0,0,3,0,1,2,1,0,0,3,1
0,1,0,0,0,1,1,0,0,0,0,0
6,6,12,16,5,25,1,4,18,9,15,2
8,6,4,5,0,7,6,1,0,0,8,17
720,1769,1173,1402,434,861,749,1301,873,1023,2246,680
2,10,2,10,5,1,0,3,5,0,10,6
11,7,9,12,6,20,2,8,8,1,14,6
93,176,73,201,109,148,56,121,151,181,246,148
1478,2520,2154,1854,545,799,1207,768,1103,512,2333,1412
57,117,185,75,25,68,265,84,95,98,112,32
1855,3294,4411,3523,1397,1527,3913,3916,2672,3037,3764,1171
75,32,97,85,133,71,685,120,58,357,424,12
0,0,0,0,0,0,0,1,0,0,0,0
77,33,97,85,133,71,685,125,58,356,425,12
0,10,0,0,0,20,0,42,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
10,1,9,5,1,7,8,4,1,7,6,0
0,1,0,0,0,0,0,0,0,0,0,0
5,6,0,3,3,0,0,14,14,0,0,66
8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
84,338,91,372,146,677,20,198,201,432,398,116
2,5,7,7,4,7,15,3,4,18,13,1
0,0,0,0,0,0,0,0,0,0,0,0
81,339,91,379,145,586,18,204,198,332,408,122
0,0,0,0,0,0,0,0,0,0,0,0
4924,4779,5893,4196,5143,6705,7070,4474,4234,11523,6095,2947
2,0,1,0,0,1,0,0,2,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0
3516,4175,2713,3769,2462,2881,2164,2767,3371,2240,6815,1768
0,0,0,0,0,0,3,0,0,2,0,0
7,15,2,13,8,5,2,14,20,4,14,95
41,80,22,50,15,13,11,99,41,16,21,454
1,13,10,7,7,10,4,14,7,1,11,5
97,519,95,562,336,67,135,389,721,50,263,1558
3655,9206,6312,10932,1587,5041,2940,5524,4810,2290,8190,3462
121,26,95,10,1,8,24,582,255,52,0,5
0,0,0,0,0,0,0,0,0,0,0,0
162,148,192,160,107,177,72,171,136,72,189,194
0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,2,0,0,0,0,0,0
0,3,0,5,4,4,0,11,8,1,13,26
1,4,1,2,1,0,0,5,2,1,5,11
94,403,28,359,109,54,39,705,265,169,457,1020
0,0,0,0,0,0,0,0,0,0,0,0
653,685,549,633,748,519,132,1120,3544,358,411,1538
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,1,0,3,6
0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,1,2,1,0,2,2,4,3
326,921,289,1203,649,298,145,3126,1025,513,1143,409
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
8,4,1,2,11,8,0,5,13,37,13,16
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
14,13,31,0,1,11,19,2,18,9,4,336
1,1,0,0,0,0,0,0,2,0,0,5
38,183,2,16,113,152,25,30,404,63,124,3225
0,0,0,0,0,0,0,0,1,0,0,2
2,3,0,0,1,3,0,0,3,1,4,294
4,8,1,6,19,12,6,3,6,6,0,3
0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0
1,2,1,1,0,2,0,3,3,0,1,3
100,197,124,123,118,144,45,281,200,71,296,116
2,2,3,1,0,1,0,0,1,0,0,1
7,43,2,3,85,0,0,33,225,1,4966,13
0,0,0,0,0,0,4,0,1,0,0,0
32,73,54,46,29,128,11,28,52,8,73,26
8,12,13,2,2,8,55,2,1,2,1,6
824,1463,686,691,615,603,1111,875,748,586,1155,1458
4756,8753,6498,7242,4867,2808,3283,6040,6537,2831,10267,1746
421,789,666,568,345,259,276,529,604,254,918,145
20786,30259,25703,19463,11003,20411,14745,26165,24048,22546,85172,2322
117979,34658,45426,16736,31628,6619,15043,36985,53648,1162,153584,192
4,1,0,2,0,0,0,0,1,0,0,0
67,140,25,175,29,64,9,63,41,32,91,17
18456,11043,7947,12284,7365,4520,9324,8381,1741,22242,6005,142
2,2,1,1,0,0,10,0,0,5,3,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,0
22,51,2,26,10,11,24,72,44,16,45,83
3106,11433,2229,4493,1661,1099,874,8963,4124,1251,3838,7508
0,0,0,0,0,0,0,0,0,0,0,0
423,5149,241,2154,729,280,9,3470,2173,32,1713,4215
1,3,0,0,1,1,1,4,4,5,0,0
21,17,0,2,1,0,0,18,3,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0
1402,5560,2481,3272,910,2086,996,2736,3164,843,2983,3470
53,51,32,23,6,22,114,14,9,2,31,20
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,4,1,0,0,3,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
119,301,50,441,93,168,56,219,327,126,181,1578
5,13,4,10,8,11,4,13,6,16,2,142
417,329,265,290,222,539,308,1137,378,1283,271,1351
1,0,0,0,0,0,0,2,1,0,0,2
0,0,0,0,0,0,0,2,2,0,1,0
0,2,0,0,1,1,0,3,3,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
1143,2329,2296,2353,888,1043,962,1657,1505,670,2947,912
0,0,0,0,0,0,0,0,1,0,3,4
0,1,0,1,0,0,0,1,2,0,12,0
13337,5354,1441,3854,4314,5607,1811,4665,5261,8761,4357,4327
0,2,1,0,0,0,0,0,0,0,5,0
4145,2251,409,1659,1756,1962,382,1777,2343,2767,3138,1630
0,0,0,0,0,0,0,0,1,0,0,0
814,1995,661,1650,169,306,454,4827,802,317,515,235
170,109,148,79,6,59,105,103,69,77,19,6
0,1,0,0,0,0,0,0,1,0,1,0
50,86,75,95,5,76,330,29,28,83,2,9
0,1,0,0,0,0,0,0,0,0,0,0
718,2203,926,3454,71,1404,1346,1771,906,111,72,174
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,1,3,9,8,1,12,4,2,89
0,0,0,0,0,0,0,0,0,0,0,0
1134,2033,1029,4166,739,520,814,7803,1101,520,1206,799
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,2,6,1,6,8,12,3,8,186
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
365,672,371,1497,147,879,202,547,614,309,930,425
1426,619,1011,861,77,1188,536,482,306,191,894,173
2466,1693,1628,2733,195,1788,583,1250,858,182,2855,500
0,1,0,0,0,0,0,0,0,0,0,0
1110,3202,1276,2547,878,1645,411,1728,4326,769,4187,2591
45792,156470,64664,152308,65303,110145,12140,140510,136194,57451,302836,135765
10,10,0,4,4,5,0,13,29,3,7,80
1,0,0,0,3,0,0,1,6,0,1,1
16,90,172,26,21,38,33,41,47,22,106,109
3,3,0,3,1,3,0,5,17,1,2,34
1,0,0,0,0,0,0,0,0,0,0,0
3,8,0,1,6,1,0,4,28,3,6,316
49,21,7,11,40,10,2,30,176,20,9,3566
0,0,0,0,0,0,0,0,0,0,0,0
704,271,192,304,126,1072,426,197,200,834,809,187
6244,5749,5664,6038,7309,5752,3516,3842,5219,13826,9783,7897
0,0,0,0,0,0,0,0,1,0,0,0
5,24,8,4,15,12,19,13,33,7,3,84
5,11,2,2,7,2,5,9,12,3,3,56
0,0,0,1,0,1,0,0,0,0,0,3
285,1275,142,407,381,290,365,873,1600,159,943,2101
76,74,50,87,16,2,6,35,35,31,72,95
2,12,4,9,4,7,0,4,11,1,10,11
1347,2319,2122,2011,1094,1183,1332,2657,1958,302,2079,1472
1118,1492,1508,1327,726,1531,1120,1109,1293,440,1669,633
6,55,9,14,24,3,9,40,24,19,40,95
7192,25127,3656,6293,8151,1923,2327,14152,11406,9354,8842,22417
840,707,832,760,703,538,925,861,725,1716,1273,674
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
29,38,15,40,7,18,23,27,25,34,43,16
21,87,8,71,74,21,6,117,113,17,150,9
8,10,10,20,4,6,3,15,19,23,15,71
0,0,0,0,0,1,0,0,0,0,0,0
4099,4079,5785,4267,1986,5571,5136,3541,4314,3404,7112,2476
24,94,37,102,42,44,0,67,64,11,128,36
193,256,120,175,66,247,186,267,133,117,138,91
0,6,0,3,0,1,0,1,5,0,8,3
227,771,751,541,592,1698,1063,669,1022,859,1806,470
0,0,0,0,0,0,0,0,0,0,0,0
1,7,2,5,25,27,3,20,13,10,15,2
48,260,280,182,244,873,831,232,386,387,559,137
2,2,0,3,0,0,0,0,3,2,2,0
0,0,0,0,0,0,4,0,0,1,0,0
4,14,23,3,1,62,36,19,15,35,13,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,0,2,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
58,465,462,81,94,105,81,266,213,50,84,1382
197,731,136,216,322,168,249,808,530,429,435,674
0,0,0,0,0,0,0,1,0,2,0,0
361,990,709,334,322,467,443,972,738,248,713,397
6857,6863,13666,7951,2499,9953,4930,5486,5078,7499,10073,2934
119,294,240,30,60,347,240,136,113,44,180,344
0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2,0,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
6,1,11,2,1,4,17,2,7,13,29,32
1,3,23,1,0,0,0,6,3,3,1,59
24,23,120,18,2,1,246,46,10,19,11,6
0,0,0,0,0,0,0,0,0,0,0,0
27,82,19,109,25,56,88,393,8,54,139,17
1408,2614,1878,2104,978,1095,1192,1131,284,291,1773,481
39773,60861,28107,74723,25696,100899,40719,49209,48537,44038,75226,19375
18199,16769,17749,20691,8027,21813,11223,12187,9644,13773,20029,3583
12,11,13,46,13,13,50,67,15,20,7,19
1076,1413,2293,1639,1009,3602,2332,1071,836,1390,3045,2243
110,87,62,1000,118,159,40,39,90,22,131,150
352,131,121,360,142,325,123,78,108,400,172,158
7,57,0,245,5,21,0,3,27,1,22,33
70,133,57,551,26,77,5,21,80,19,101,108
17,20,47,833,314,19,19,9,21,6,4,116
1,2,0,0,0,2,0,0,3,0,0,0
0,2,0,2,0,0,0,1,1,1,1,0
1,0,0,1,1,0,0,1,0,2,0,0
871,2766,1151,840,710,2331,272,1441,4129,753,1507,4084
2,3,2,2,5,3,0,6,1,0,1,0
8,6,6,10,0,8,1,6,9,15,17,5
17,65,21,11,18,15,23,68,55,22,23,44
0,0,0,0,1,1,1,3,1,7,0,4
4,9,1,3,4,2,3,8,12,19,10,7
10,8,3,4,5,4,8,15,7,17,6,19
9,14,2,4,1,7,15,18,11,25,7,34
12,19,12,4,10,14,26,24,15,36,9,31
85,91,41,28,41,49,113,156,99,237,75,180
7,18,13,5,11,11,5,15,36,14,10,89
24,76,21,23,41,43,21,45,65,35,63,380
21,107,54,44,74,39,18,109,174,120,84,358
56,113,121,35,50,69,68,121,134,123,74,751
2,12,7,14,9,6,0,17,24,12,14,150
16,48,15,17,29,25,13,39,42,20,44,287
35,123,110,43,46,22,109,125,135,82,75,520
0,4,6,2,3,2,0,7,7,2,4,43
77,143,83,71,107,72,27,207,240,102,197,808
78,150,63,72,145,74,26,227,262,88,210,847
0,1,0,0,0,0,0,0,0,2,1,2
0,0,0,0,0,0,0,1,0,0,0,0
64,124,43,85,59,35,30,129,178,78,135,828
43,136,30,48,82,42,31,97,111,64,109,317
8,24,8,15,21,14,4,25,34,10,32,94
126,250,97,158,118,77,99,232,308,157,248,1583
37,128,25,21,30,28,41,89,55,66,123,63
1,1,0,0,1,0,0,2,1,0,0,1
2,4,3,1,1,0,0,4,1,3,3,3
1,2,1,0,0,0,0,1,2,2,2,3
0,2,0,1,0,0,0,1,1,1,0,3
2,4,0,1,4,1,0,1,2,5,3,1
2,6,2,3,4,2,1,8,4,11,5,4
23,48,21,12,26,17,7,61,38,62,57,44
0,2,2,1,2,1,0,2,1,3,1,3
0,9,0,2,6,1,0,5,3,1,4,29
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,7,0
0,0,0,2,0,0,0,1,0,0,36,2
0,0,1,2,0,3,0,3,0,1,103,4
1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
545,2096,503,2034,559,1504,91,1925,1845,357,2947,1785
0,4,1,1,2,3,0,0,0,1,4,2
4,2,8,12,3,5,1,2,4,7,5,5
2802,3551,2938,3981,1429,1590,2280,2757,1972,1452,4392,5614
52,253,56,222,109,185,5,160,189,15,254,120
7731,14119,11396,13582,5673,10475,4529,12964,9801,4257,15684,6658
0,0,0,0,0,0,0,0,1,0,0,0
520,1250,718,415,576,416,478,1579,1298,352,1251,2388
3,16,8,8,10,14,2,20,21,2,23,47
0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
86,229,99,61,118,298,220,574,371,79,168,1165
1265,2188,2578,4764,1338,2809,449,1820,3561,1017,6183,1086
18,39,15,209,47,69,0,60,151,32,305,49
2,2,7,1,0,1,0,0,0,2,9,2
142,137,101,305,92,174,30,38,75,196,689,39
0,0,0,0,0,0,0,0,0,0,0,0
552,1485,86,389,643,197,210,1207,687,1058,342,1175
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,2,0,0,0,1
188,448,49,769,148,423,354,1106,422,258,346,340
0,0,0,2,0,1,0,0,1,0,1,0
115,217,10,138,30,239,69,109,137,65,296,24
2598,2531,292,1558,734,3167,2039,7856,2267,3013,6032,105
0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0
6,52,8,53,30,39,7,36,53,4,110,29
29,98,26,160,36,152,79,76,137,23,259,84
0,0,0,0,0,0,0,0,0,0,1,0
314,71,181,221,55,64,159,183,115,287,342,101
2867,9998,5836,12919,5608,9789,1603,9203,8913,5402,19014,6398
2,7,9,15,3,9,6,5,7,7,9,10
844,2509,1231,1601,941,674,567,2196,1960,667,2158,1321
2,4,6,7,0,3,0,4,3,1,1,1
0,0,0,0,0,0,0,0,0,0,2,0
890,2039,633,1508,457,1044,488,1095,1417,321,1504,744
0,0,4,1,1,1,1,0,1,0,3,3
44,199,165,49,22,24,43,164,200,32,344,3825
561,2401,3134,724,429,376,1312,2514,2254,453,4676,44539
2,0,0,1,0,0,0,0,0,1,0,1
4,6,1,2,0,2,2,2,1,2,3,7
0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,1,0
2222,3178,2728,2987,951,1200,1024,2943,1902,1069,4779,785
425,770,597,642,385,538,220,507,606,480,1665,301
135,55,107,115,49,20,132,52,45,18,131,30
517,902,444,892,336,295,98,854,640,224,1339,277
327,265,349,227,142,83,376,196,249,442,267,368
624,852,601,882,497,272,505,660,1115,788,1083,1626
9886,6184,8968,8237,5945,3636,4523,7637,4646,9309,6579,1031
53,69,27,58,8,17,33,41,28,17,73,64
2,6,0,3,1,0,0,1,4,2,2,4
8,6,2,6,5,4,14,3,3,1,8,4
3960,2817,3443,3602,2426,1519,1300,3340,1974,2808,3067,503
9,12,6,8,1,9,26,7,6,1,15,22
1042,1256,779,883,340,1161,1904,715,794,604,1420,1125
6289,6877,8842,7360,4262,4085,3343,8451,7128,8626,9225,3520
3,6,3,3,4,3,10,20,15,7,64,66
0,0,0,0,0,0,2,0,0,0,0,0
57,99,14,43,242,43,42,89,403,114,42,2137
0,0,0,1,0,0,0,1,0,0,1,1
44,181,151,97,173,70,108,340,409,148,88,1047
52,207,174,99,159,73,193,379,408,176,85,772
211,967,127,641,2159,1087,52,1656,4153,284,2423,16673
2089,5080,1078,2419,9122,4393,929,6435,15565,2966,9448,61163
0,0,1,0,0,0,2,1,1,0,1,3
11,95,3,47,57,121,8,140,210,44,867,1915
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,66,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0
17,66,18,20,76,180,8,138,173,29,209,240
3,0,0,0,0,3,0,7,0,0,0,1
34,19,2,21,19,43,13,123,49,47,234,4
2743,2477,2888,2790,1124,2705,2178,1689,1403,3124,2433,829
3535,7771,4854,9212,2373,6045,2528,4838,5051,3496,11272,2134
5,3,1,4,4,13,1,6,17,2,22,5
0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0
126,82,103,130,51,151,128,109,135,69,312,60
169,382,209,508,104,468,169,214,307,133,659,150
188,269,158,321,153,776,140,327,246,115,1275,241
0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0
27,19,7,26,24,27,8,25,39,17,42,11
21,10,7,8,0,38,33,3,7,9,18,1
2298,5146,2902,5398,1950,2667,1513,3389,4592,2010,4313,3647
708,484,515,319,383,358,618,290,299,821,279,366
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,1,0,2,1
6218,14708,5649,7440,5839,5440,3068,14231,9657,6249,15610,14641
0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
2333,1801,1988,2140,971,1809,1577,1406,1403,1856,2224,681
678,529,674,581,456,269,482,455,446,685,505,309
0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,3,0,0,0,0,1,0,6,0
551,985,704,896,498,543,332,945,780,563,2354,1035
0,3,5,0,0,1,11,0,2,1,23,2
0,1,0,0,0,0,0,0,0,0,9,2
1,2,0,1,0,2,6,0,2,0,13,3
0,0,0,1,0,0,0,0,0,0,4,0
488,27,11,19,191,12,40,10,165,18,109,759
0,0,7,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
23,18,7,30,10,39,2,13,17,8,17,5
0,0,0,0,0,0,0,0,0,0,0,0
2,4,1,2,2,0,1,2,0,0,0,8
2,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1259,2427,1538,2299,986,1730,1050,3106,2917,756,1174,1462
3,1,4,2,5,10,20,2,4,0,2,4
79,45,51,430,15,63,27,4,29,61,7,20
0,1,0,108,0,0,0,0,0,1,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2003,2270,1396,2629,1147,1960,1971,2056,2218,1184,2407,2093
521,1465,675,1644,791,1122,648,1274,994,336,3363,951
5,6,3,2,0,4,0,4,15,1,5,30
4,1,1,1,0,2,0,0,1,1,0,1
57,91,17,55,14,61,23,24,47,16,41,106
0,0,0,0,0,0,0,0,0,0,0,0
7409,11937,11311,10606,6160,10465,3699,12207,11038,6708,10293,10298
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,1,5,2,3,5,6,5,5,19,6,1
50,55,42,83,48,71,12,61,91,61,71,69
0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
199,384,521,767,270,645,659,904,670,1154,722,3818
0,0,0,1,0,0,0,1,0,0,0,0
0,0,5,2,0,4,0,4,0,5,3,1
0,0,0,0,0,0,0,1,0,0,0,0
718,861,1497,1808,412,678,443,948,800,403,2156,117
2573,3097,2164,9080,1470,1909,508,2751,3858,1355,3636,169
0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0
276,598,29,324,331,36,121,352,200,302,37,300
0,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
17,31,19,13,15,65,6,20,16,27,45,9
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
6,59,28,25,9,14,6,37,36,8,27,66
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
680,1825,1846,915,676,426,514,1309,1216,310,917,2685
4,16,11,7,13,23,0,12,8,5,9,11
0,2,6,1,2,0,0,0,2,1,0,1
